episode_id,dyad,host_gender,guest_gender,host_acknowledge,guest_acknowledge,host_answer,guest_answer,host_ask,guest_ask,host_ask_yes_no,guest_ask_yes_no,host_backchannel,guest_backchannel,host_exclaim,guest_exclaim,host_hold,guest_hold,host_intent,guest_intent,host_reply_no,guest_reply_no,host_reply_yes,guest_reply_yes,host_say,guest_say
ep_022_whisperx_diarized.gender.host_guest,FEMALE->MALE,female,male,0.0346820809248554,0.0211864406779661,0.3815028901734104,0.4435028248587571,0.0982658959537572,0.057909604519774,0.0,0.001412429378531,0.0086705202312138,0.0056497175141242,0.0144508670520231,0.0028248587570621,0.0,0.0,0.0462427745664739,0.0225988700564971,0.0,0.001412429378531,0.0144508670520231,0.0084745762711864,0.4017341040462427,0.4350282485875706
ep_023_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,0.0530612244897959,0.0204081632653061,0.5387755102040817,0.6081632653061224,0.0448979591836734,0.036734693877551,0.0,0.0,0.0040816326530612,0.0020408163265306,0.0,0.0,0.0,0.0,0.0530612244897959,0.0040816326530612,0.0,0.0,0.0244897959183673,0.0061224489795918,0.2816326530612245,0.3224489795918367
ep_024_whisperx_diarized.gender.host_guest,FEMALE->MALE,female,male,0.1758241758241758,0.0064575645756457,0.3296703296703296,0.4132841328413284,0.2747252747252747,0.0202952029520295,0.0,0.0,0.0109890109890109,0.003690036900369,0.0,0.0009225092250922,0.0,0.0,0.0219780219780219,0.011070110701107,0.0,0.0,0.0109890109890109,0.0046125461254612,0.1758241758241758,0.5396678966789668
ep_027_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,0.05,0.0412451361867704,0.3375,0.4949416342412451,0.184375,0.0809338521400778,0.003125,0.0,0.015625,0.0085603112840466,0.003125,0.0,0.0,0.0,0.05625,0.0303501945525291,0.003125,0.001556420233463,0.053125,0.0171206225680933,0.29375,0.3252918287937743
ep_028_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,0.0611510791366906,0.0219683655536028,0.237410071942446,0.2592267135325132,0.302158273381295,0.0790861159929701,0.0071942446043165,0.0026362038664323,0.014388489208633,0.0008787346221441,0.0071942446043165,0.0,0.0035971223021582,0.0,0.0287769784172661,0.0114235500878734,0.0,0.0008787346221441,0.0323741007194244,0.0210896309314587,0.3057553956834532,0.6028119507908611
ep_030_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,0.0297872340425531,0.0375747224594363,0.251063829787234,0.3458582408198121,0.2326241134751773,0.0734415029888983,0.0028368794326241,0.0008539709649871,0.0127659574468085,0.009393680614859,0.0042553191489361,0.0,0.0,0.0008539709649871,0.0482269503546099,0.0111016225448334,0.0,0.0051238257899231,0.0184397163120567,0.0230572160546541,0.4,0.4927412467976089
ep_031_whisperx_diarized.gender.host_guest,FEMALE->MALE,female,male,0.060931899641577,0.0333333333333333,0.3548387096774194,0.4666666666666667,0.2186379928315412,0.0969696969696969,0.003584229390681,0.0045454545454545,0.0,0.0015151515151515,0.0,0.0015151515151515,0.0,0.0,0.003584229390681,0.009090909090909,0.0,0.0,0.039426523297491,0.0212121212121212,0.3189964157706093,0.3651515151515151
ep_032_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,0.0498614958448753,0.0157894736842105,0.3490304709141274,0.3926315789473684,0.2049861495844875,0.0557894736842105,0.0041551246537396,0.0005263157894736,0.0110803324099723,0.001578947368421,0.0013850415512465,0.0,0.0,0.0,0.0249307479224376,0.011578947368421,0.002770083102493,0.0031578947368421,0.0277008310249307,0.0242105263157894,0.3240997229916897,0.4947368421052631
ep_033_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,0.0603248259860788,0.0271691498685363,0.3039443155452436,0.4110429447852761,0.2204176334106728,0.0832602979842243,0.0023201856148491,0.0008764241893076,0.0069605568445475,0.0087642418930762,0.0,0.0,0.0,0.0,0.062645011600928,0.0341805433829973,0.0023201856148491,0.0008764241893076,0.0417633410672853,0.0184049079754601,0.2993039443155452,0.4154250657318142
ep_034_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,0.0414201183431952,0.0198830409356725,0.4497041420118343,0.5298245614035088,0.2603550295857988,0.0923976608187134,0.0,0.0,0.0236686390532544,0.0070175438596491,0.0,0.0,0.0,0.0,0.0532544378698224,0.0526315789473684,0.0,0.0011695906432748,0.0177514792899408,0.0093567251461988,0.1538461538461538,0.287719298245614
ep_039_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,0.0407315045719035,0.0406461698801459,0.4314214463840399,0.4340802501302762,0.1163757273482959,0.0833767587285044,0.0,0.0010422094841063,0.0174563591022443,0.0177175612298071,0.0008312551953449,0.0010422094841063,0.0,0.0,0.0299251870324189,0.0041688379364252,0.0008312551953449,0.0005211047420531,0.0241064006650041,0.0291818655549765,0.3383208645054031,0.3882230328295987
ep_042_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,0.0657534246575342,0.0348484848484848,0.319634703196347,0.325,0.1214611872146118,0.084090909090909,0.0009132420091324,0.0015151515151515,0.0155251141552511,0.0098484848484848,0.0,0.0007575757575757,0.0,0.0,0.0146118721461187,0.0159090909090909,0.0009132420091324,0.0022727272727272,0.028310502283105,0.0287878787878787,0.4328767123287671,0.4969696969696969
ep_043_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,0.0583941605839416,0.0454976303317535,0.3114355231143552,0.3601895734597156,0.145985401459854,0.0976303317535545,0.0024330900243309,0.0047393364928909,0.024330900243309,0.0123222748815165,0.0072992700729927,0.0009478672985781,0.0,0.0009478672985781,0.0170316301703163,0.0473933649289099,0.0024330900243309,0.0,0.0316301703163017,0.0218009478672985,0.3990267639902676,0.4085308056872038
ep_047_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,0.0350877192982456,0.0141218005295675,0.5112781954887218,0.5454545454545454,0.1528822055137844,0.0829655781112091,0.0025062656641604,0.0008826125330979,0.0100250626566416,0.0088261253309797,0.0075187969924812,0.0,0.0,0.0,0.0350877192982456,0.0194174757281553,0.0025062656641604,0.0008826125330979,0.0200501253132832,0.0079435127978817,0.2230576441102756,0.3195057369814651
ep_048_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,0.0283286118980169,0.0154894671623296,0.5127478753541076,0.6059479553903345,0.1331444759206798,0.0570012391573729,0.0,0.0006195786864931,0.0226628895184136,0.0154894671623296,0.0,0.0,0.0,0.0,0.0679886685552408,0.0148698884758364,0.0,0.0012391573729863,0.0056657223796034,0.0055762081784386,0.2294617563739376,0.2837670384138785
ep_049_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,0.0614035087719298,0.0113528855250709,0.3771929824561403,0.3642384105960264,0.175438596491228,0.0804162724692526,0.0087719298245614,0.0047303689687795,0.0175438596491228,0.0037842951750236,0.0,0.0009460737937559,0.0,0.0009460737937559,0.1052631578947368,0.0189214758751182,0.0087719298245614,0.0009460737937559,0.0614035087719298,0.0113528855250709,0.1842105263157894,0.5023651844843898
ep_052_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,0.0465116279069767,0.0145118733509234,0.4186046511627907,0.5395778364116095,0.2491694352159468,0.1055408970976253,0.0033222591362126,0.0,0.0199335548172757,0.0065963060686015,0.0,0.0,0.0,0.0,0.0564784053156146,0.0171503957783641,0.0099667774086378,0.0052770448548812,0.0332225913621262,0.0145118733509234,0.1627906976744186,0.2968337730870712
ep_053_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,0.0652920962199312,0.0172413793103448,0.4140893470790378,0.4386206896551724,0.1546391752577319,0.1137931034482758,0.0,0.0013793103448275,0.0154639175257731,0.0048275862068965,0.0051546391752577,0.0020689655172413,0.0,0.0,0.0309278350515463,0.0317241379310344,0.0,0.0006896551724137,0.049828178694158,0.0158620689655172,0.2646048109965636,0.3737931034482759
ep_055_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,0.0677685950413223,0.0307941653160453,0.2743801652892562,0.2928146947595894,0.2644628099173554,0.0551053484602917,0.0033057851239669,0.0005402485143165,0.0347107438016528,0.0151269584008643,0.0082644628099173,0.0,0.0,0.0,0.0165289256198347,0.0156672069151809,0.0,0.0016207455429497,0.028099173553719,0.035116153430578,0.3024793388429752,0.5532144786601837
ep_056_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,0.1062394603709949,0.0268644747393745,0.2799325463743676,0.2806736166800321,0.1062394603709949,0.1050521251002405,0.0016863406408094,0.0056134723336006,0.0202360876897133,0.0084202085004009,0.0016863406408094,0.0,0.0,0.0008019246190858,0.0303541315345699,0.0152365677626303,0.0033726812816188,0.0008019246190858,0.0489038785834738,0.0152365677626303,0.4013490725126475,0.541299117882919
ep_057_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,0.0645833333333333,0.018596787827557,0.36875,0.4023668639053254,0.1875,0.0642434488588334,0.00625,0.0016906170752324,0.0166666666666666,0.0135249366018596,0.0083333333333333,0.0,0.0,0.0,0.0229166666666666,0.0067624683009298,0.0,0.0016906170752324,0.0104166666666666,0.0287404902789518,0.3145833333333333,0.4623837700760778
ep_061_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,0.0565149136577708,0.0209790209790209,0.4003139717425432,0.4417249417249417,0.1255886970172684,0.074009324009324,0.0015698587127158,0.0005827505827505,0.0109890109890109,0.0081585081585081,0.0031397174254317,0.0,0.0,0.0,0.0361067503924646,0.0244755244755244,0.0,0.0011655011655011,0.0094191522762951,0.0256410256410256,0.3563579277864992,0.4032634032634032
ep_062_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,0.0292682926829268,0.0087719298245614,0.4585365853658537,0.5116959064327485,0.2048780487804878,0.0350877192982456,0.0,0.0,0.0048780487804878,0.0019493177387914,0.0,0.0,0.0,0.0,0.0195121951219512,0.0136452241715399,0.0,0.0,0.024390243902439,0.0155945419103313,0.2585365853658536,0.4132553606237816
ep_064_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,0.0334821428571428,0.0216216216216216,0.4375,0.4486486486486487,0.2075892857142857,0.0702702702702702,0.0022321428571428,0.0018018018018018,0.015625,0.0135135135135135,0.0044642857142857,0.0018018018018018,0.0,0.0018018018018018,0.0178571428571428,0.0099099099099099,0.0,0.0,0.03125,0.0351351351351351,0.25,0.3954954954954955
ep_066_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,0.0413625304136253,0.0379362670713201,0.3211678832116788,0.2898330804248862,0.2043795620437956,0.0713201820940819,0.0024330900243309,0.0,0.0218978102189781,0.0121396054628224,0.0121654501216545,0.0060698027314112,0.0,0.0015174506828528,0.0072992700729927,0.0121396054628224,0.0024330900243309,0.0045523520485584,0.0170316301703163,0.0409711684370258,0.3698296836982968,0.5235204855842185
ep_067_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,0.006060606060606,0.0052631578947368,0.2121212121212121,0.1807017543859649,0.2787878787878788,0.0298245614035087,0.006060606060606,0.0052631578947368,0.0121212121212121,0.0017543859649122,0.0181818181818181,0.0,0.0,0.0,0.0181818181818181,0.0017543859649122,0.006060606060606,0.0035087719298245,0.006060606060606,0.0105263157894736,0.4363636363636363,0.7614035087719299
ep_068_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,0.0086206896551724,0.0025157232704402,0.5517241379310345,0.6,0.146551724137931,0.0415094339622641,0.0,0.0012578616352201,0.0172413793103448,0.0025157232704402,0.0172413793103448,0.0,0.0,0.0,0.0689655172413793,0.0113207547169811,0.0,0.0,0.0086206896551724,0.0088050314465408,0.1810344827586207,0.3320754716981132
ep_071_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,0.0536585365853658,0.0463709677419354,0.551219512195122,0.5443548387096774,0.1560975609756097,0.063508064516129,0.0,0.002016129032258,0.0048780487804878,0.0211693548387096,0.0,0.002016129032258,0.0,0.0,0.0195121951219512,0.0131048387096774,0.0,0.001008064516129,0.0292682926829268,0.0070564516129032,0.1853658536585365,0.2993951612903225
ep_074_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,0.0878186968838526,0.0495412844036697,0.3739376770538243,0.4541284403669725,0.0481586402266288,0.0321100917431192,0.0,0.0,0.0226628895184136,0.0137614678899082,0.0056657223796034,0.0027522935779816,0.0014164305949008,0.0009174311926605,0.046742209631728,0.0238532110091743,0.0,0.0,0.0212464589235127,0.0449541284403669,0.3923512747875354,0.3779816513761468
ep_078_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,0.0698324022346368,0.0177777777777777,0.3016759776536313,0.3844444444444444,0.1871508379888268,0.0711111111111111,0.0083798882681564,0.0,0.0195530726256983,0.0066666666666666,0.0,0.0,0.0,0.0,0.0418994413407821,0.0044444444444444,0.0,0.0,0.0195530726256983,0.0366666666666666,0.3519553072625698,0.4788888888888888
ep_079_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,0.0623556581986143,0.0277372262773722,0.4295612009237875,0.5021897810218978,0.0831408775981524,0.0802919708029197,0.0023094688221709,0.0014598540145985,0.0069284064665127,0.0065693430656934,0.0023094688221709,0.0007299270072992,0.0,0.0,0.0207852193995381,0.0240875912408759,0.0,0.0,0.0346420323325635,0.0153284671532846,0.3579676674364896,0.3416058394160584
ep_085_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,0.046075085324232,0.0505136986301369,0.356655290102389,0.3955479452054795,0.1860068259385665,0.0839041095890411,0.0017064846416382,0.0042808219178082,0.0170648464163822,0.0196917808219178,0.0,0.0008561643835616,0.0,0.0,0.0238907849829351,0.011986301369863,0.0,0.0017123287671232,0.0341296928327645,0.0419520547945205,0.3344709897610921,0.3895547945205479
ep_088_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,0.0511247443762781,0.0659722222222222,0.3353783231083844,0.5104166666666666,0.2515337423312883,0.0381944444444444,0.0020449897750511,0.0034722222222222,0.016359918200409,0.0069444444444444,0.0,0.0,0.0,0.0,0.0224948875255623,0.0138888888888888,0.0020449897750511,0.0104166666666666,0.0122699386503067,0.0243055555555555,0.3067484662576687,0.3263888888888889
ep_092_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,0.0434782608695652,0.028125,0.3938618925831202,0.5484375,0.3043478260869565,0.08125,0.0025575447570332,0.0,0.0102301790281329,0.0046875,0.0025575447570332,0.0125,0.0,0.0,0.0306905370843989,0.0328125,0.0025575447570332,0.0,0.0332480818414322,0.03125,0.1764705882352941,0.2609375
ep_093_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,0.0341614906832298,0.0223613595706618,0.3874223602484472,0.4677996422182469,0.2546583850931677,0.1229874776386404,0.0023291925465838,0.0004472271914132,0.0124223602484472,0.0102862254025044,0.0038819875776397,0.0040250447227191,0.0,0.0,0.0170807453416149,0.0295169946332737,0.0015527950310559,0.0022361359570661,0.0287267080745341,0.0183363148479427,0.2577639751552795,0.3220035778175313
ep_097_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,0.0449735449735449,0.0278293135435992,0.4206349206349206,0.437847866419295,0.2195767195767195,0.0296846011131725,0.0026455026455026,0.0,0.0105820105820105,0.0111317254174397,0.0,0.0,0.0,0.0,0.0238095238095238,0.0074211502782931,0.0026455026455026,0.0074211502782931,0.0105820105820105,0.0222634508348794,0.2645502645502645,0.4564007421150278
ep_098_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,0.0334486735870818,0.0398406374501992,0.3656286043829296,0.3697211155378486,0.1580161476355248,0.0677290836653386,0.0034602076124567,0.0,0.0103806228373702,0.0135458167330677,0.0034602076124567,0.0023904382470119,0.0,0.0,0.0207612456747404,0.0119521912350597,0.0069204152249134,0.0031872509960159,0.0242214532871972,0.0342629482071713,0.3737024221453287,0.4573705179282868
ep_100_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,0.0320855614973262,0.0165853658536585,0.4117647058823529,0.4634146341463415,0.1336898395721925,0.0409756097560975,0.0080213903743315,0.0029268292682926,0.0133689839572192,0.0078048780487804,0.0187165775401069,0.0029268292682926,0.0,0.0,0.0427807486631016,0.0204878048780487,0.0,0.0009756097560975,0.0213903743315508,0.0136585365853658,0.3181818181818182,0.4302439024390244
ep_101_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,0.0084745762711864,0.02,0.4322033898305085,0.3514285714285714,0.2542372881355932,0.0657142857142857,0.0084745762711864,0.0,0.0084745762711864,0.0085714285714285,0.0169491525423728,0.0085714285714285,0.0,0.0,0.059322033898305,0.0171428571428571,0.0,0.0028571428571428,0.0169491525423728,0.0114285714285714,0.1949152542372881,0.5142857142857142
ep_102_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,0.0564784053156146,0.0242214532871972,0.3504983388704319,0.5023068050749712,0.0996677740863787,0.0645905420991926,0.0033222591362126,0.0,0.0531561461794019,0.0207612456747404,0.0,0.0005767012687427,0.0,0.0,0.0332225913621262,0.0253748558246828,0.0,0.0,0.0498338870431893,0.0126874279123414,0.3538205980066445,0.3494809688581315
ep_103_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,0.0359820089955022,0.0375335120643431,0.4497751124437781,0.4289544235924933,0.0764617691154422,0.0563002680965147,0.0014992503748125,0.0,0.0149925037481259,0.0147453083109919,0.0014992503748125,0.0013404825737265,0.0,0.0,0.0224887556221889,0.0093833780160857,0.0014992503748125,0.0,0.0194902548725637,0.0294906166219839,0.376311844077961,0.4222520107238606
ep_104_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,0.0167224080267558,0.0147172734314484,0.4448160535117056,0.5251742835011619,0.1404682274247491,0.0534469403563129,0.0,0.0,0.0033444816053511,0.0046475600309837,0.0033444816053511,0.0023237800154918,0.0,0.0,0.040133779264214,0.0224632068164213,0.0,0.0007745933384972,0.0234113712374581,0.016266460108443,0.3277591973244147,0.3601859024012393
ep_110_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,0.0550595238095238,0.0519943019943019,0.3705357142857143,0.2877492877492877,0.1636904761904762,0.0491452991452991,0.0,0.0014245014245014,0.0119047619047619,0.022079772079772,0.0029761904761904,0.0007122507122507,0.0,0.0007122507122507,0.025297619047619,0.0149572649572649,0.0014880952380952,0.0014245014245014,0.0267857142857142,0.0548433048433048,0.3422619047619047,0.5149572649572649
ep_112_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,0.026615969581749,0.0072225869993434,0.4524714828897338,0.4136572554169402,0.2813688212927757,0.0643466841759684,0.0038022813688212,0.0013131976362442,0.0076045627376425,0.0065659881812212,0.0038022813688212,0.0,0.0,0.0,0.0190114068441064,0.0164149704530531,0.0038022813688212,0.0006565988181221,0.0190114068441064,0.0118187787261982,0.182509505703422,0.4780039395929087
ep_113_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,0.0268199233716475,0.0336538461538461,0.4865900383141762,0.5416666666666666,0.1762452107279693,0.0913461538461538,0.0,0.0032051282051282,0.0076628352490421,0.0064102564102564,0.0,0.0,0.0,0.0,0.0727969348659003,0.0336538461538461,0.0,0.0,0.003831417624521,0.0224358974358974,0.2260536398467433,0.2676282051282051
ep_114_whisperx_diarized.gender.host_guest,FEMALE->MALE,female,male,0.0109890109890109,0.0098765432098765,0.2087912087912088,0.382716049382716,0.2637362637362637,0.0296296296296296,0.0109890109890109,0.0024691358024691,0.0,0.0,0.0,0.0,0.0,0.0,0.0109890109890109,0.0049382716049382,0.0,0.0074074074074074,0.0109890109890109,0.0296296296296296,0.4835164835164835,0.5333333333333333
ep_115_whisperx_diarized.gender.host_guest,FEMALE->MALE,female,male,0.0157894736842105,0.0070351758793969,0.3631578947368421,0.3658291457286432,0.1842105263157894,0.0492462311557788,0.0,0.0010050251256281,0.0105263157894736,0.0030150753768844,0.0105263157894736,0.0,0.0,0.0,0.0157894736842105,0.0110552763819095,0.0,0.0010050251256281,0.0157894736842105,0.0110552763819095,0.3842105263157894,0.5507537688442211
ep_116_whisperx_diarized.gender.host_guest,FEMALE->MALE,female,male,0.0460526315789473,0.0043165467625899,0.25,0.2,0.1973684210526315,0.037410071942446,0.006578947368421,0.0028776978417266,0.0131578947368421,0.0,0.0131578947368421,0.0,0.0,0.0,0.0263157894736842,0.0086330935251798,0.0,0.0014388489208633,0.0131578947368421,0.0287769784172661,0.4342105263157895,0.7165467625899281
ep_118_whisperx_diarized.gender.host_guest,FEMALE->FEMALE,female,female,0.047945205479452,0.0208333333333333,0.2260273972602739,0.265625,0.1986301369863013,0.0677083333333333,0.0,0.0026041666666666,0.0136986301369863,0.0065104166666666,0.0,0.0,0.0,0.0,0.0,0.0091145833333333,0.0,0.0,0.0342465753424657,0.0182291666666666,0.4794520547945205,0.609375
ep_119_whisperx_diarized.gender.host_guest,FEMALE->MALE,female,male,0.030716723549488,0.0179856115107913,0.3822525597269625,0.5629496402877698,0.1604095563139931,0.039568345323741,0.0,0.0035971223021582,0.0102389078498293,0.0017985611510791,0.0,0.0053956834532374,0.0,0.0,0.0170648464163822,0.0197841726618705,0.0,0.0,0.0102389078498293,0.0071942446043165,0.3890784982935154,0.3417266187050359
ep_120_whisperx_diarized.gender.host_guest,FEMALE->MALE,female,male,0.0338983050847457,0.0166453265044814,0.327683615819209,0.2855313700384123,0.2711864406779661,0.056338028169014,0.0169491525423728,0.0076824583866837,0.0056497175141242,0.0051216389244558,0.0,0.0,0.0,0.0,0.0112994350282485,0.0102432778489116,0.0,0.0,0.0282485875706214,0.0204865556978233,0.3050847457627119,0.5979513444302177
ep_121_whisperx_diarized.gender.host_guest,FEMALE->MALE,female,male,0.0414937759336099,0.0287671232876712,0.2365145228215767,0.2424657534246575,0.1950207468879668,0.0630136986301369,0.0082987551867219,0.0041095890410958,0.0165975103734439,0.010958904109589,0.0,0.0,0.0,0.0013698630136986,0.0124481327800829,0.010958904109589,0.0,0.0027397260273972,0.0290456431535269,0.0301369863013698,0.4605809128630705,0.6054794520547945
ep_122_whisperx_diarized.gender.host_guest,FEMALE->FEMALE,female,female,0.014018691588785,0.0163339382940108,0.4065420560747663,0.4029038112522686,0.219626168224299,0.0617059891107078,0.0046728971962616,0.0036297640653357,0.0,0.0108892921960072,0.0,0.0,0.0,0.0,0.014018691588785,0.0199637023593466,0.0,0.0,0.0093457943925233,0.014519056261343,0.3317757009345794,0.47005444646098
ep_123_whisperx_diarized.gender.host_guest,FEMALE->MALE,female,male,0.0638297872340425,0.0307692307692307,0.3120567375886525,0.2711538461538461,0.1914893617021276,0.1038461538461538,0.0,0.0019230769230769,0.0070921985815602,0.0,0.0070921985815602,0.0,0.0,0.0,0.0212765957446808,0.0115384615384615,0.0,0.0,0.0496453900709219,0.0153846153846153,0.3475177304964539,0.5653846153846154
ep_124_whisperx_diarized.gender.host_guest,FEMALE->FEMALE,female,female,0.0113636363636363,0.0242424242424242,0.1977272727272727,0.2424242424242424,0.0409090909090909,0.1151515151515151,0.0022727272727272,0.006060606060606,0.009090909090909,0.0,0.0,0.0,0.0,0.006060606060606,0.0045454545454545,0.0121212121212121,0.0,0.0,0.025,0.0424242424242424,0.7090909090909091,0.5515151515151515
ep_125_whisperx_diarized.gender.host_guest,FEMALE->MALE,female,male,0.0076335877862595,0.0,0.4198473282442748,0.4099099099099099,0.3053435114503817,0.0495495495495495,0.0076335877862595,0.0,0.0,0.0,0.0076335877862595,0.0,0.0,0.0,0.0229007633587786,0.0022522522522522,0.0,0.0,0.015267175572519,0.009009009009009,0.2137404580152671,0.5292792792792793
